document_id,element_id,element_type,element_text,page_number,bbox_json,section_path,source_method,parser_version,run_id,processed_ts
til 1937-r2 - f-class turbine wheel inspection and maintenance recommendations,table_008_104d0552,table,"<table><tr><th rowspan=""2"">Material Heat Treatment</th><th rowspan=""2"">Peening Condition</th><th rowspan=""2"">Cooling Slot Geometry</th><th rowspan=""2"">Balance Rail & Lock Wire Tab</th><th colspan=""2"">Recommendations</th><th colspan=""2"">Applicable Part Numbers</th></tr><tr><th>Inspection</th><th>Interval</th><th>Frame</th><th>Stage 2</th></tr><tr><td rowspan=""6"">2 Step Age</td><td rowspan=""6"">Never Fired without Shot Peening</td><td rowspan=""3"">Original</td><td rowspan=""3"">Original</td><td>ECI</td><td>every 32 hrs or 1,200 starts [every 24 hrs or 900 starts if back cut buckets not installed]</td><td rowspan=""3"">6F</td><td rowspan=""3"">109E9194</td></tr><tr><td>BI</td><td>every HGPI when CDC is not removed</td></tr><tr><td>FPI</td><td>LWT : every HGPI when buckets are removed BWG : every Major and when CDC is removed during HGPI</td></tr><tr><td rowspan=""3"">Contoured</td><td rowspan=""3"">Original</td><td>ECI</td><td>at 96 hrs or 3,600 starts [every 48 hrs or 2,400 starts if back cut buckets not installed] and at first Major after TW2 Life Extension</td><td rowspan=""3"">6F</td><td rowspan=""3"">116E3992</td></tr><tr><td>BI</td><td>every HGPI when CDC is not removed</td></tr><tr><td>FPI</td><td>LWT : every HGPI when buckets are removed BWG : every Major and when CDC is removed during HGPI</td></tr><tr><td rowspan=""3"">Enhanced</td><td rowspan=""3"">Original</td><td>ECI</td><td>at 96 hrs or 3,600 starts [every 48 hrs or 2,400 starts if back cut buckets not installed] and at first Major after TW2 Life Extension</td><td rowspan=""3"">6F</td><td rowspan=""3"">137E1002</td></tr><tr><td>BI</td><td>every HGPI when CDC is not removed</td></tr><tr><td>FPI</td><td>LWT : every HGPI when buckets are removed BWG : every Major and when CDC is removed during HGPI</td></tr><tr><td>Stakeless & Modified Tab</td><td>ECI</td><td>at 96 hrs or 3,600 starts [every 48 hrs or 2,400 starts if back cut buckets not installed] and at first Major after TW2 Life Extension</td><td>6F</td><td>141E4569</td></tr><tr><td>FPI</td><td>LWT : every Major</td><td></td><td></td></tr><tr><td>3 Step Age</td><td>Never Fired without Shot Peening</td><td>Enhanced</td><td>Stakeless & Modified Tab</td><td>FPI</td><td>LWT : every Major</td><td>6F</td><td>131T7549</td></tr></table>",null,"[{""coord"": [68, 25, 1653, 1206], ""page_id"": 11}]",table_8,databricks_ai,v1,til_p1_20260626_054315_5d9adab9,2026-06-26T05:37:28.946Z
til 1937-r2 - f-class turbine wheel inspection and maintenance recommendations,table_007_d2983d54,table,"<table><tr><th rowspan=""2"">Material Heat Treatment</th><th rowspan=""2"">Peening Condition</th><th rowspan=""2"">Cooling Slot Geometry</th><th rowspan=""2"">Balance Rail & Lock Wire Tab</th><th colspan=""2"">Recommendations</th><th colspan=""2"">Applicable Part Numbers</th></tr><tr><th>Inspection</th><th>Interval</th><th>Frame</th><th>Stage 1</th></tr><tr><td rowspan=""6"">2 Step Age</td><td rowspan=""6"">Never Fired without Shot Peening</td><td rowspan=""3"">Original</td><td rowspan=""3"">Original</td><td>ECI</td><td>every 32 hrs or 1,200 starts [every 24 hrs or 900 starts if back cut buckets not installed]</td><td rowspan=""3"">6F</td><td rowspan=""3"">109E9194</td></tr><tr><td>BI</td><td>every HGPI when CDC is not removed</td></tr><tr><td>FPI</td><td>LWT : every HGPI when buckets are removed BWG : every Major and when CDC is removed during HGPI</td></tr><tr><td rowspan=""3"">Contoured</td><td rowspan=""3"">Original</td><td>ECI</td><td>at 96 hrs or 3,600 starts [every 48 hrs or 2,400 starts if back cut buckets not installed]</td><td rowspan=""3"">6F</td><td rowspan=""3"">116E3992</td></tr><tr><td>BI</td><td>every HGPI when CDC is not removed</td></tr><tr><td>FPI</td><td>LWT : every HGPI when buckets are removed BWG : every Major and when CDC is removed during HGPI</td></tr><tr><td rowspan=""3"">Enhanced</td><td rowspan=""3"">Original</td><td>ECI</td><td>at 96 hrs or 3,600 starts [every 48 hrs or 2,400 starts if back cut buckets not installed]</td><td rowspan=""3"">6F</td><td rowspan=""3"">137E1002</td></tr><tr><td>BI</td><td>every HGPI when CDC is not removed</td></tr><tr><td>FPI</td><td>LWT : every HGPI when buckets are removed BWG : every Major and when CDC is removed during HGPI</td></tr><tr><td></td><td></td><td>Stakeless & Modified Tab</td><td>ECI</td><td>at 96 hrs or 3,600 starts [every 48 hrs or 2,400 starts if back cut buckets not installed]</td><td>6F</td><td>141E4569</td></tr><tr><td></td><td></td><td></td><td>FPI</td><td>LWT : every Major</td><td></td><td></td></tr><tr><td>3 Step Age</td><td>Never Fired without Shot Peening</td><td>Enhanced</td><td>Stakeless & Modified Tab</td><td>FPI</td><td>LWT : every Major</td><td>6F</td><td>131T7543</td></tr></table>",null,"[{""coord"": [68, 27, 1653, 1122], ""page_id"": 10}]",table_7,databricks_ai,v1,til_p1_20260626_054315_5d9adab9,2026-06-26T05:37:28.946Z
til 1937-r2 - f-class turbine wheel inspection and maintenance recommendations,table_006_e08d2051,table,"<table><tr><th rowspan=""2"">Material Heat Treatment</th><th rowspan=""2"">Peening Condition</th><th rowspan=""2"">Cooling Slot Geometry</th><th rowspan=""2"">Balance Rail & Lock Wire Tab</th><th colspan=""2"">Recommendations</th><th colspan=""2"">Applicable Part Numbers</th></tr><tr><th>Inspection</th><th>Interval</th><th>Frame</th><th>Stage 2</th></tr><tr><td rowspan=""10"">2 Step Age</td><td>Fired without Shot Peening</td><td>Original</td><td>Original</td><td>ECI<br>Visual, BIFPI<br>UT</td><td>every 24 hrs or 900 starts</td><td>9F</td><td>101E2274<br>103E3969<br>109E3982</td></tr><tr><td>Peening Modification</td><td>Original</td><td>Original</td><td colspan=""2"">May have been peened prior to first fire. Contact your GE Vernova representative with your turbine rotor serial number to determine applicable peening condition.<br>Until validated by your GE Vernova representative, assume Fired without Shot Peening recommendations apply.</td><td>9F</td><td>227C5743<br>188D7864<br>193D2023<br>193D2036</td><td>193D2050<br>193D2422<br>196D1632<br>198D1211</td></tr><tr><td rowspan=""8"">Never Fired without Shot Peening</td><td rowspan=""3"">Original</td><td rowspan=""3"">Original</td><td>ECI</td><td>every 32 hrs or 1,200 starts<br>[every 24 hrs or 900 starts if back cut buckets not installed]</td><td rowspan=""3"">9F</td><td rowspan=""3"">109E5254<br>111E3299</td></tr><tr><td>BI</td><td>every HGPI when CDC is not removed</td></tr><tr><td>FPI</td><td>LWT : every HGPI when buckets are removed<br>BWG : every Major and when CDC is removed during HGPI</td></tr><tr><td rowspan=""2"">Contoured</td><td rowspan=""2"">Original</td><td>ECI</td><td>at 96 hrs or 3,600 starts<br>[every 48 hrs or 2,400 starts if back cut buckets not installed]<br>and at first Major after TW2 Life Extension</td><td rowspan=""2"">9F</td><td rowspan=""2"">119E6594</td></tr><tr><td>BI</td><td>every HGPI when CDC is not removed</td></tr><tr><td rowspan=""2"">Enhanced</td><td rowspan=""2"">Original</td><td>ECI</td><td>at 96 hrs or 3,600 starts<br>[every 48 hrs or 2,400 starts if back cut buckets not installed]<br>and at first Major after TW2 Life Extension</td><td rowspan=""2"">9F</td><td rowspan=""2"">133E8667</td></tr><tr><td>BI</td><td>every HGPI when CDC is not removed</td></tr><tr><td></td><td>Stakeless & Modified Tab</td><td>ECI</td><td>at 96 hrs or 3,600 starts<br>[every 48 hrs or 2,400 starts if back cut buckets not installed]<br>and at first Major after TW2 Life Extension</td><td>9F</td><td>146E2874</td></tr><tr><td>3 Step Age</td><td>Never Fired without Shot Peening</td><td>Enhanced</td><td>Stakeless & Modified Tab</td><td>FPI</td><td>LWT : every Major</td><td>9F</td><td>131T7534</td></tr></table>",null,"[{""coord"": [68, 25, 1653, 1478], ""page_id"": 9}]",table_6,databricks_ai,v1,til_p1_20260626_054315_5d9adab9,2026-06-26T05:37:28.946Z
til 1937-r2 - f-class turbine wheel inspection and maintenance recommendations,table_005_844ed9b0,table,"<table><tr><th rowspan=""2"">Material Heat Treatment</th><th rowspan=""2"">Peening Condition</th><th rowspan=""2"">Cooling Slot Geometry</th><th rowspan=""2"">Balance Rail & Lock Wire Tab</th><th colspan=""2"">Recommendations</th><th colspan=""2"">Applicable Part Numbers</th></tr><tr><th>Inspection</th><th>Interval</th><th>Frame</th><th>Stage 1</th></tr><tr><td rowspan=""8"">2 Step Age</td><td>Fired without Shot Peening</td><td>Original</td><td>Original</td><td>ECI Visual, BI FPI UT</td><td>every 24 hrs or 900 starts</td><td>9F</td><td>101E2274<br>103E3969<br>109E3982</td></tr><tr><td>Peening Modification</td><td>Original</td><td>Original</td><td colspan=""2"">May have been peened prior to first fire. Contact your GE Vernova representative with your turbine rotor serial number to determine applicable peening condition. Until validated by your GE Vernova representative, assume Fired without Shot Peening recommendations apply.</td><td>9F</td><td>227C5743<br>188D7864<br>193D2023<br>193D2036<br>193D2050<br>193D2422<br>196D1632<br>198D1211</td></tr><tr><td rowspan=""6"">Never Fired without Shot Peening</td><td rowspan=""2"">Original</td><td rowspan=""2"">Original</td><td>ECI</td><td>every 32 hrs or 1,200 starts [every 24 hrs or 900 starts if back cut buckets not installed]</td><td rowspan=""2"">9F</td><td>109E5254</td></tr><tr><td>BI</td><td>every HGPI when CDC is not removed</td></tr><tr><td rowspan=""2"">Contoured</td><td rowspan=""2"">Original</td><td>FPI</td><td>LWT : every HGPI when buckets are removed<br>BWG : every Major and when CDC is removed during HGPI</td><td rowspan=""2"">9F</td><td>111E3299</td></tr><tr><td>ECI</td><td>at 96 hrs or 3,600 starts [Every 48 hrs or 2,400 starts if back cut buckets not installed]</td></tr><tr><td rowspan=""4"">Enhanced</td><td rowspan=""2"">Original</td><td>BI</td><td>every HGPI when CDC is not removed</td><td rowspan=""2"">9F</td><td>119E6594</td></tr><tr><td>FPI</td><td>LWT : every HGPI when buckets are removed<br>BWG : every Major and when CDC is removed during HGPI</td></tr><tr><td rowspan=""2"">Stakeless & Modified Tab</td><td>ECI</td><td>at 96 hrs or 3,600 starts [every 48 hrs or 2,400 starts if back cut buckets not installed]</td><td rowspan=""2"">9F</td><td>146E2874</td></tr><tr><td>FPI</td><td>LWT : every Major</td></tr><tr><td>3 Step Age</td><td>Never Fired without Shot Peening</td><td>Enhanced</td><td>Stakeless & Modified Tab</td><td>FPI</td><td>LWT : every Major</td><td>9F</td><td>131T7528</td></tr></table>",null,"[{""coord"": [68, 25, 1653, 1481], ""page_id"": 8}]",table_5,databricks_ai,v1,til_p1_20260626_054315_5d9adab9,2026-06-26T05:47:08.649Z
til 1937-r2 - f-class turbine wheel inspection and maintenance recommendations,table_004_91013dd6,table,"<table><tr><th rowspan=""2"">Material Heat Treatment</th><th rowspan=""2"">Peening Condition</th><th rowspan=""2"">Cooling Slot Geometry</th><th rowspan=""2"">Balance Rail & Lock Wire Tab</th><th colspan=""2"">Recommendations</th><th colspan=""2"">Applicable Part Numbers</th></tr><tr><th>Inspection</th><th>Interval</th><th>Frame</th><th>Stage 2</th></tr><tr><td rowspan=""10"">2 Step Age</td><td>Fired without Shot Peening</td><td>Original</td><td>Original</td><td>ECI Visual, BFI UT</td><td>every 24 hrs or 900 starts</td><td>7F</td><td>227C5763 103E5796<br>101E8629 108E4197<br>103E5775 109E3897</td></tr><tr><td>Peening Modification</td><td>Original</td><td>Original</td><td colspan=""2"">May have been peened prior to first fire. Contact your GE Vernova representative with your turbine rotor serial number to determine the applicable peening condition. Until validated by your GE Vernova representative, assume Fired without Shot Peening recommendations apply.</td><td>7F</td><td>193D2055<br>193D2064</td></tr><tr><td rowspan=""8"">Never Fired without Shot Peening</td><td rowspan=""4"">Original</td><td rowspan=""4"">Original</td><td>ECI</td><td>every 32 hrs or 1,200 starts [every 24 hrs or 900 starts if back cut buckets not installed]</td><td rowspan=""4"">7F</td><td>193D2400<br>199D3925<br>109E5591<br>109E5614<br>114E1229<br>116E2436</td></tr><tr><td>BI</td><td>every HGPI when CDC is not removed</td></tr><tr><td>FPI</td><td>LWT : every HGPI when buckets are removed<br>BWG : every Major and when CDC is removed during HGPI</td></tr><tr><td rowspan=""4"">Contoured</td><td rowspan=""4"">Original</td><td>ECI</td><td>at 96 hrs or 3,600 starts [every 48 hrs or 2,400 starts if back cut buckets not installed] and at first Major after TW2 Life Extension</td><td rowspan=""4"">7F</td><td>116E3968<br>119E6503</td></tr><tr><td>BI</td><td>every HGPI when CDC is not removed</td></tr><tr><td>FPI</td><td>LWT : every HGPI when buckets are removed<br>BWG : every Major and when CDC is removed during HGPI</td></tr><tr><td rowspan=""2"">Enhanced</td><td rowspan=""2"">Original</td><td>ECI</td><td>at 96 hrs or 3,600 starts [every 48 hrs or 2,400 starts if back cut buckets not installed] and at first Major after TW2 Life Extension</td><td rowspan=""2"">7F</td><td>323E2240</td></tr><tr><td>BI</td><td>LWT : every HGPI when buckets are removed<br>BWG : every Major and when CDC is removed during HGPI</td></tr><tr><td></td><td></td><td>Stakeless & Modified Tab</td><td>ECI</td><td>at 96 hrs or 3,600 starts [every 48 hrs or 2,400 starts if back cut buckets not installed] and at first Major after TW2 Life Extension</td><td>7F</td><td>144E7562</td></tr><tr><td>3 Step Age</td><td>Never Fired without Shot Peening</td><td>Enhanced</td><td>Stakeless & Modified Tab</td><td>FPI</td><td>LWT : every Major</td><td>7F</td><td>146E3627</td></tr></table>",null,"[{""coord"": [68, 25, 1653, 1552], ""page_id"": 7}]",table_4,databricks_ai,v1,til_p1_20260626_054315_5d9adab9,2026-06-26T05:47:08.649Z
til 1937-r2 - f-class turbine wheel inspection and maintenance recommendations,table_003_496270fa,table,"<table><tr><th rowspan=""2"">Material Heat Treatment</th><th rowspan=""2"">Peening Condition</th><th rowspan=""2"">Cooling Slot Geometry</th><th rowspan=""2"">Balance Rail & Lock Wire Tab</th><th colspan=""2"">Recommendations</th><th colspan=""2"">Applicable Part Numbers</th></tr><tr><th>Inspection</th><th>Interval</th><th>Frame</th><th>Stage 1</th></tr><tr><td rowspan=""10"">2 Step Age</td><td>Fired without Shot Peening</td><td>Original</td><td>Original</td><td>ECI<br>Visual<br>BI<br>FPI<br>UT</td><td>every 24 hrs or 900 starts</td><td>7F</td><td>227C5762<br>103E5795<br>188D7369<br>109E3085<br>101E8627<br>109E3896<br>103E5773</td></tr><tr><td>Peening Modification</td><td>Original</td><td>Original</td><td colspan=""2"">May have been peened prior to first fire. Contact your GE Vernova representative with your turbine rotor serial number to determine the applicable peening condition. Until validated by your GE Vernova representative, assume Fired without Shot Peening recommendations apply.</td><td>7F</td><td>193D2053<br>193D2063</td></tr><tr><td rowspan=""8"">Never Fired without Shot Peening</td><td rowspan=""3"">Original</td><td rowspan=""3"">Original</td><td>ECI</td><td>every 32 hrs or 1,200 starts [every 24 hrs or 900 starts if back cut buckets not installed]</td><td rowspan=""3"">7F</td><td>243C1494<br>109E5612<br>188D7996<br>114E1228<br>196D1915<br>116E2434<br>199D3931<br>117E5673<br>109E5303<br>119E2398<br>109E5589<br>119E2621</td></tr><tr><td>BI</td><td>every HGPI when CDC is not removed</td></tr><tr><td>FPI</td><td>LWT : every HGPI when buckets are removed<br>BWG : every Major and when CDC is removed during HGPI</td></tr><tr><td rowspan=""2"">Contoured</td><td rowspan=""2"">Original</td><td>ECI</td><td>at 96 hrs or 3,600 starts [every 48 hrs or 2,400 starts if back cut buckets not installed]</td><td rowspan=""2"">7F</td><td>116E3967</td></tr><tr><td>BI</td><td>every HGPI when CDC is not removed</td><td>119E3771</td></tr><tr><td rowspan=""3"">Enhanced</td><td rowspan=""3"">Original</td><td>ECI</td><td>at 96 hrs or 3,600 starts [every 48 hrs or 2,400 starts if back cut buckets not installed]</td><td rowspan=""3"">7F</td><td rowspan=""3"">323E2241</td></tr><tr><td>BI</td><td>every HGPI when CDC is not removed</td></tr><tr><td>FPI</td><td>LWT : every HGPI when buckets are removed<br>BWG : every Major and when CDC is removed during HGPI</td></tr><tr><td>Stakeless & Modified Tab</td><td>ECI</td><td>at 96 hrs or 3,600 starts [every 48 hrs or 2,400 starts if back cut buckets not installed]</td><td>7F</td><td>144E7560</td></tr><tr><td>3 Step Age</td><td>Never Fired without Shot Peening</td><td>Enhanced</td><td>Stakeless & Modified Tab</td><td>FPI</td><td>LWT : every Major</td><td>7F</td><td>146E3626</td></tr></table>",null,"[{""coord"": [68, 25, 1653, 1596], ""page_id"": 6}]",table_3,databricks_ai,v1,til_p1_20260626_054315_5d9adab9,2026-06-26T05:37:28.946Z
til 1937-r2 - f-class turbine wheel inspection and maintenance recommendations,table_002_85307677,table,<table><tr><td>1</td><td>Prior to Unit Startup / Prior to Continued Operation (forced outage condition)</td></tr><tr><td>2</td><td>At First Opportunity (next shutdown)</td></tr><tr><td>3</td><td>Prior to Operation of Affected System</td></tr><tr><td>4</td><td>At First Exposure of Component</td></tr><tr><td>5</td><td>At Scheduled Component Part Repair or Replacement.</td></tr><tr><td>6</td><td>Next Scheduled Outage</td></tr></table>,null,"[{""coord"": [70, 1350, 1662, 1643], ""page_id"": 0}]",table_2,databricks_ai,v1,til_p1_20260626_054315_5d9adab9,2026-06-26T05:37:28.946Z
til 1937-r2 - f-class turbine wheel inspection and maintenance recommendations,table_001_9bf0ab6f,table,"<table><tr><td><b>M - Maintenance</b></td><td>Identifies maintenance guidelines or best practices for reliable equipment operation.</td></tr><tr><td><b>C - Compliance Required</b></td><td>Identifies the need for action to correct a condition that, if left uncorrected, may result in reduced equipment reliability or efficiency. Compliance may be required within a specific operating time.</td></tr><tr><td><b>A - Alert</b></td><td>Failure to comply with the TIL could result in equipment damage or facility damage. Compliance is mandated within a specific operating time.</td></tr><tr><td><b>S - Safety</b></td><td>Failure to comply with this TIL could result in personal injury. Compliance is mandated within a specific operating time.</td></tr></table>",null,"[{""coord"": [70, 1075, 1662, 1311], ""page_id"": 0}]",table_1,databricks_ai,v1,til_p1_20260626_054315_5d9adab9,2026-06-26T05:47:08.649Z
til 1937-r2 - f-class turbine wheel inspection and maintenance recommendations,text_001_77916ce9,section,"GE
GE VERNOVA
PRODUCT SERVICE
TIL 1937-R2
Publish Date: 10 APRIL 2024
Compliance Category - A
Timing Code - 6
TECHNICAL INFORMATION LETTER
F-CLASS TURBINE WHEEL INSPECTION AND MAINTENANCE RECOMMENDATIONS
APPLICATION
Select F-class gas turbine rotors operating in high ambient and specific environmental conditions.
PURPOSE
Advise users to perform routine inspections at a maintenance interval based on installed configuration.
This TIL supersedes TILs 1280, 1327, 1434, 1539, 1540, and 1742.
REASON FOR REVISION
1) Added a new 3 Step-Age Heat Treatment category for Stage 1 & Stage 2 wheels.
2) Added a specific ECI inspection interval for Stage 1 enhanced wheels with 2 Step-Age heat treatment.
3) Added a specific ECI inspection interval for Stage 2 wheels post Rotor Life Extension.
COMPLIANCE CATEGORY
TIMING CODE
© 2024 GE Vernova
The proprietary information published in this Technical Information Letter is offered to you by GE Vernova in consideration of its ongoing sales and service relationship with your organization. However, since the operation of your plant involves many factors not within our knowledge, and since operation of the plant is in your control and ultimate responsibility for its continuing successful operation rests with you, GE Vernova specifically disclaims any responsibility for liability based on claims for damage of any type i.e. direct, consequential or special that may be alleged to have been incurred as result of applying this information regardless of whether it is claimed that GE Vernova is strictly liable, in breach of contract, in breach of warranty, negligent, or is in other respects responsible for any alleged injury or damage sustained by your organization as a result of applying this information. This Technical Information Letter contains proprietary information of GE Vernova and is furnished to its customer solely to assist that customer in the installation, testing, operation and/or maintenance of the equipment described. This document shall not be reproduced or distributed in whole or in part nor shall its contents be disclosed to any third party without the written approval of GE Vernova. All rights reserved.
Date Printed: 10 APRIL 2024
BACKGROUND DISCUSSION
The function of the turbine rotor in a heavy-duty gas turbine engine includes carrying turbine blade loads, transmitting torque to the compressor and generator for power generation, as well as supplying the turbine blades with cooling air. Prior to assembly, the individual disks or wheels are balanced by the addition of weights installed in a groove.  The weights are held in place by deforming the metal on either the balance weight or the balance weight groove. The turbine blades are retained axially by a snap ring type lock wire that is located in a machined groove passing through the turbine blades and turbine wheel.  The portion of the wheel retaining the lock wire is known as the lock wire tab.  The F-class turbine blade cooling air supply is provided through cooling slots in the bottom of the stage 1 and 2 turbine wheel dovetails.
Stage 1 Wheel
Stage 2 Wheel
Forward Web
Lock Wire Tab
Cooling slot
Balance Weight Groove
Wheel post
A-A
Figure 1: F-class Turbine Rotor Features
The disks in the turbine rotor are made of a high nickel alloy that is sensitive to surface imperfections where an intergranular crack may initiate and propagate due to high stresses and temperatures. Depending on the initiation location, an undetected crack may continue to propagate due to exposure to stress and temperature until either: 1- the crack is detected and either repaired or the rotor is removed from service, or 2- the crack propagates to a critical length, releasing a wheel section and/or adjacent turbine blades into the turbine hot gas path section potentially resulting in significant damage. Continuous improvements have been made to the turbine rotor wheels over time in order to improve their overall damage sensitivity.
Rotors operating in high ambient and humid or corrosive conditions have an increased risk of crack initiation and propagation.
Recommended inspections and inspection intervals to mitigate crack propagation are provided based on wheel features, such as shot peening condition at first fire, cooling slot geometry, material heat treatment, and environmental conditions.  In some cases, rotors may be swapped from site to site in order to expedite an outage.  This TIL is being issued to all users in high ambient and/or corrosive environmental conditions in order to provide recommendations for the various configurations.
© 2024 GE Vernova
The proprietary information published in this Technical Information Letter is offered to you by GE Vernova in consideration of its ongoing sales and service relationship with your organization. However, since the operation of your plant involves many factors not within our knowledge, and since operation of the plant is in your control and ultimate responsibility for its continuing successful operation rests with you, GE Vernova specifically disclaims any responsibility for liability based on claims for damage of any type i.e. direct, consequential or special that may be alleged to have been incurred as result of applying this information regardless of whether it is claimed that GE Vernova is strictly liable, in breach of contract, in breach of warranty, negligent, or is in other respects responsible for any alleged injury or damage sustained by your organization as a result of applying this information. This Technical Information Letter contains proprietary information of GE Vernova and is furnished to its customer solely to assist that customer in the installation, testing, operation and/or maintenance of the equipment described. This document shall not be reproduced or distributed in whole or in part nor shall its contents be disclosed to any third party without the written approval of GE Vernova. All rights reserved.
Date Printed: 10 APRIL 2024
Shot Peening Effect
Early generation turbine rotors have the highest sensitivity to surface imperfections. These rotors were manufactured and fired without full shot peen coverage of the turbine wheels. Shot peening leaves a residual compressive stress and decreases the risk of initiating a crack. Wheels that operated without shot peening have an increased risk of initiating and propagating a crack in the rim region of the turbine rotor and in the turbine wheel dovetail slots. After 1996, all F-class turbine wheels shipped with full peening coverage; these wheels were never fired without shot peening.
Cooling Slot
During operation, the intersection of the cooling slot and dovetail slot is subjected to high temperatures and tensile stresses caused by turbine blade pull.  The high temperatures and stresses in conjunction with an adverse edge condition have been known to initiate cracks in this location.
Crack
Figure 2: Crack at Broached Wheel Post and Original Cooling Slot Corner
Three cooling slot shapes exist including original, contoured, and enhanced. The contoured (released in 2002) and enhanced (released in 2006) cooling slot shapes were developed to lower stresses in the region where indications have been observed in original slot configuration wheels. Please see Tables 1 and 2 below for eddy current inspection recommendations for original, contour, and enhanced cooling slot configuration wheels. Some rotors may have a combination of enhanced, contoured, and/or original configuration wheels, depending on rotor repair history. All wheels should follow their applicable inspection recommendations. If a cooling slot crack is detected during the inspection, immediate wheel replacement will be recommended to help avoid the risk of wheel post liberation during operation.
© 2024 GE Vernova
The proprietary information published in this Technical Information Letter is offered to you by GE Vernova in consideration of its ongoing sales and service relationship with your organization. However, since the operation of your plant involves many factors not within our knowledge, and since operation of the plant is in your control and ultimate responsibility for its continuing successful operation rests with you, GE Vernova specifically disclaims any responsibility for liability based on claims for damage of any type i.e. direct, consequential or special that may be alleged to have been incurred as result of applying this information regardless of whether it is claimed that GE Vernova is strictly liable, in breach of contract, in breach of warranty, negligent, or is in other respects responsible for any alleged injury or damage sustained by your organization as a result of applying this information. This Technical Information Letter contains proprietary information of GE Vernova and is furnished to its customer solely to assist that customer in the installation, testing, operation and/or maintenance of the equipment described. This document shall not be reproduced or distributed in whole or in part nor shall its contents be disclosed to any third party without the written approval of GE Vernova. All rights reserved.
Date Printed: 10 APRIL 2024
Stage 1
Wheel
Original (1995)
Contoured (2002)
Enhanced (2006)
Figure 3: Original, Contoured, and Enhanced cooling slot profiles
Lock Wire Tabs
Lock-wire tab (LWT) cracks have also been detected on the turbine rotor wheels.  These types of cracks can typically be repaired on site, subject to repair limits, without the need for rotor disassembly or wheel replacement.
Stage 1
Wheel
Lockwire tab
crack
Figure 4: Potential LWT Crack Orientations
Lock wire tab cracks may form in the upper corner of the lock wire tab groove, as shown in Figure 4.  Cracks in this corner may be caused by either:
• Damage sustained during turbine blade installation/removal
• High stresses in the lock wire fillet
GE Vernova has developed specialized procedures and tooling to help mitigate the risk of damage to the wheel lock wire tabs during turbine blad",null,null,document.raw_text,databricks_ai,v1,til_p1_20260626_054315_5d9adab9,2026-06-26T05:37:28.946Z
til 1502-2r1 - 7f and 9f aft end compressor rubs,table_006_e1b774a2,table,"<table><tr><td colspan=""4"">USER SATISFACTION SURVEY</td></tr><tr><td>Serial Number:</td><td></td><td>Date:</td><td></td></tr><tr><td colspan=""4"">1. How many days after TIL issue date did you receive this TIL?</td></tr><tr><td>1 - 5 days</td><td>6 - 10 days</td><td colspan=""2"">+ 10 days</td></tr><tr><td colspan=""4"">NOTE: If you would like to receive future TILs by email, contact your local GE Energy Services representative for assistance.</td></tr><tr><td colspan=""4"">Rate the following based on a scale of 1 to 5, where 1 is Excellent and 5 is Poor.</td></tr><tr><td colspan=""4"">2. Please rate how well this document informed you of the technical issue.</td></tr><tr><td>1</td><td>2</td><td>3</td><td>4</td><td>5</td></tr><tr><td colspan=""4"">3. Please rate the overall effectiveness of this TIL.</td></tr><tr><td>1</td><td>2</td><td>3</td><td>4</td><td>5</td></tr><tr><td colspan=""4"">Comments / Suggestions:</td></tr><tr><td colspan=""4""></td></tr><tr><td colspan=""4""></td></tr><tr><td colspan=""4""></td></tr><tr><td colspan=""4""></td></tr><tr><td colspan=""4""></td></tr><tr><td colspan=""4""></td></tr><tr><td colspan=""4""></td></tr><tr><td colspan=""4""></td></tr><tr><td colspan=""2"">FAX this form to:</td><td colspan=""2"">TIL Survey<br>GE Customer Technology Services<br>FAX: (678) 844-6737<br>Toll free FAX: 1-866-604-2668</td></tr></table>",null,"[{""coord"": [152, 594, 1571, 1925], ""page_id"": 4}]",table_6,databricks_ai,v1,til_p1_20260626_054315_5d9adab9,2026-06-26T05:47:08.649Z
